#num_of_iter: 50
#num_of_exper: 20
#rows: 51
#columns: 51
#p_init_C: 0.5
#p_state_mut: 0.00
#p_strat_mut: 0.00
#p_0_neighb: 0.4
#p_1_neighb: 0.0
#prob_fix_strat: 0.00
#comp_type: loc_tourn
#p_strat_mut_type: default
#strat_mut_val: n
#sharing: n
#allC: 0.50
#allD: 0.50
#kD: 0.00
#kC: 0.00
#kDC: 0.00
#k: range
#k_values: 0 to 8
#synchronity_prob: 1.00
#optimal_num_of_1s: 676
#playerC_opponentD_payoff: 1.0
#playerC_opponentC_payoff: -1.0
#playerD_opponentD_rew: 1.0
#playerD_opponentD_pen: -1.0
#playerD_opponentC_rew: 1.0
#playerD_opponentC_pen: -1.0
#debug: n
# 


#Experiment 1 

#seed: 1976547115
#iter           f_C      f_C_corr        av_sum        f_allC        f_allD          f_kD          f_kC         f_kDC    f_strat_ch          f_0D          f_1D          f_2D          f_3D          f_4D          f_5D          f_6D          f_7D          f_8D          f_0C          f_1C          f_2C          f_3C          f_4C          f_5C          f_6C          f_7C          f_8C         f_0DC         f_1DC         f_2DC         f_3DC         f_4DC         f_5DC         f_6DC         f_7DC         f_8DC  
 8           0.1646        0.0577       -0.1969        0.0296        0.9704           0.0           0.0           0.0        0.7716           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 9           0.1872         0.068       -0.1424        0.0219        0.9781           0.0           0.0           0.0        0.7182           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 10          0.1538        0.0533        -0.247        0.0104        0.9896           0.0           0.0           0.0        0.7528           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 11          0.1688         0.071       -0.1857        0.0115        0.9885           0.0           0.0           0.0        0.7109           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 12          0.1707        0.0592       -0.2382          0.01          0.99           0.0           0.0           0.0        0.6947           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 13          0.1811        0.0414       -0.2223        0.0092        0.9908           0.0           0.0           0.0        0.7109           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 14          0.1603        0.0518       -0.2944        0.0092        0.9908           0.0           0.0           0.0        0.7001           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 15          0.1772        0.0459       -0.2361        0.0123        0.9877           0.0           0.0           0.0        0.6901           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 16           0.168        0.0473       -0.2534        0.0111        0.9889           0.0           0.0           0.0        0.7013           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 17          0.1696        0.0459        -0.253        0.0077        0.9923           0.0           0.0           0.0         0.677           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 18          0.1699        0.0533       -0.2551        0.0054        0.9946           0.0           0.0           0.0        0.6805           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 19          0.1626        0.0651       -0.2665        0.0058        0.9942           0.0           0.0           0.0         0.699           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 20          0.1672        0.0592       -0.2587         0.005         0.995           0.0           0.0           0.0        0.6755           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 21          0.1607        0.0459         -0.29        0.0054        0.9946           0.0           0.0           0.0        0.6813           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 22          0.1795        0.0473       -0.2832        0.0031        0.9969           0.0           0.0           0.0        0.6532           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 23          0.1599        0.0577       -0.2756        0.0035        0.9965           0.0           0.0           0.0        0.6751           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 24          0.1696        0.0577       -0.2683        0.0054        0.9946           0.0           0.0           0.0        0.6667           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 25          0.1626        0.0503       -0.2857        0.0046        0.9954           0.0           0.0           0.0         0.669           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 26          0.1845        0.0266       -0.2523        0.0038        0.9962           0.0           0.0           0.0        0.6578           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 27          0.1599        0.0607       -0.3118        0.0058        0.9942           0.0           0.0           0.0        0.6647           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 28          0.1807        0.0592       -0.2042        0.0046        0.9954           0.0           0.0           0.0        0.6401           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 29          0.1507        0.0607       -0.3067        0.0046        0.9954           0.0           0.0           0.0        0.6963           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 30          0.1826        0.0503       -0.1875        0.0038        0.9962           0.0           0.0           0.0        0.6444           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 31          0.1461        0.0547       -0.3589        0.0015        0.9985           0.0           0.0           0.0        0.6828           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 32          0.1895        0.0399       -0.1823        0.0031        0.9969           0.0           0.0           0.0        0.6536           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 33          0.1461        0.0607        -0.353        0.0065        0.9935           0.0           0.0           0.0        0.6955           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 34          0.1984        0.0518       -0.1522        0.0058        0.9942           0.0           0.0           0.0        0.6559           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 35          0.1434        0.0473       -0.3787        0.0031        0.9969           0.0           0.0           0.0        0.7067           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 36          0.1961        0.0399       -0.1547        0.0023        0.9977           0.0           0.0           0.0        0.6421           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 37          0.1392        0.0473       -0.3749        0.0031        0.9969           0.0           0.0           0.0         0.704           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 38          0.2018        0.0429       -0.1623        0.0035        0.9965           0.0           0.0           0.0        0.6344           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 39          0.1361        0.0503       -0.4206        0.0027        0.9973           0.0           0.0           0.0        0.7213           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 40          0.1984        0.0399       -0.1882        0.0035        0.9965           0.0           0.0           0.0        0.6013           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 41           0.138         0.037       -0.4463        0.0027        0.9973           0.0           0.0           0.0        0.6828           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 42          0.2134        0.0459       -0.1572        0.0042        0.9958           0.0           0.0           0.0        0.5698           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 43          0.1476         0.034       -0.4342        0.0062        0.9938           0.0           0.0           0.0        0.6867           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 44          0.2076        0.0444        -0.154        0.0073        0.9927           0.0           0.0           0.0        0.5882           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 45          0.1361        0.0488       -0.4195        0.0058        0.9942           0.0           0.0           0.0        0.6901           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 46           0.208        0.0592       -0.1389        0.0035        0.9965           0.0           0.0           0.0        0.5982           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 47          0.1453        0.0518       -0.3899        0.0038        0.9962           0.0           0.0           0.0        0.6955           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 48          0.1988         0.037       -0.1867        0.0054        0.9946           0.0           0.0           0.0         0.614           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 49          0.1423        0.0592       -0.3674         0.005         0.995           0.0           0.0           0.0        0.6882           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 50          0.2011        0.0399       -0.1915        0.0046        0.9954           0.0           0.0           0.0        0.5944           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  


#Experiment 4 

#seed: 1976547115
#iter           f_C      f_C_corr        av_sum        f_allC        f_allD          f_kD          f_kC         f_kDC    f_strat_ch          f_0D          f_1D          f_2D          f_3D          f_4D          f_5D          f_6D          f_7D          f_8D          f_0C          f_1C          f_2C          f_3C          f_4C          f_5C          f_6C          f_7C          f_8C         f_0DC         f_1DC         f_2DC         f_3DC         f_4DC         f_5DC         f_6DC         f_7DC         f_8DC  
 0           0.5033        0.0178        0.1773        0.5079        0.4921           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 1           0.5079        0.0044        0.1618        0.4933        0.5067           0.0           0.0           0.0        0.8089           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 2           0.4944        0.0148       -0.0379        0.3576        0.6424           0.0           0.0           0.0        0.7997           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 3           0.3814        0.0355       -0.0087        0.1949        0.8051           0.0           0.0           0.0         0.832           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 4           0.2461        0.0592       -0.0572          0.11          0.89           0.0           0.0           0.0        0.8251           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 5           0.2076        0.0621       -0.1244         0.055         0.945           0.0           0.0           0.0        0.7989           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 6           0.1815        0.0592       -0.1572        0.0292        0.9708           0.0           0.0           0.0        0.7766           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 7           0.1715        0.0607       -0.1833        0.0188        0.9812           0.0           0.0           0.0        0.7482           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 8           0.1622         0.074       -0.2093        0.0127        0.9873           0.0           0.0           0.0        0.7324           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 9           0.1769        0.0385       -0.2078        0.0104        0.9896           0.0           0.0           0.0        0.7201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 10          0.1726        0.0636       -0.2058        0.0111        0.9889           0.0           0.0           0.0        0.7032           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 11          0.1507        0.0666        -0.278        0.0096        0.9904           0.0           0.0           0.0        0.7155           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 12          0.1822        0.0473       -0.1866        0.0085        0.9915           0.0           0.0           0.0         0.687           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 13          0.1499        0.0473       -0.3205        0.0081        0.9919           0.0           0.0           0.0        0.7032           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 14          0.1984        0.0385       -0.1769        0.0058        0.9942           0.0           0.0           0.0        0.6621           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 15          0.1449        0.0488       -0.3718        0.0027        0.9973           0.0           0.0           0.0        0.7163           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 16          0.1949        0.0459       -0.1827        0.0035        0.9965           0.0           0.0           0.0        0.6359           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 17          0.1461        0.0459       -0.3564        0.0031        0.9969           0.0           0.0           0.0        0.7224           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 18          0.1884        0.0547       -0.1571        0.0027        0.9973           0.0           0.0           0.0        0.6248           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 19          0.1346        0.0459       -0.3889        0.0019        0.9981           0.0           0.0           0.0        0.7182           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 20          0.1968        0.0473       -0.1564        0.0038        0.9962           0.0           0.0           0.0        0.6282           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 21          0.1319        0.0533       -0.3717        0.0038        0.9962           0.0           0.0           0.0        0.7201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 22          0.2045         0.034       -0.1686        0.0031        0.9969           0.0           0.0           0.0        0.6336           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 23          0.1334        0.0473       -0.3899        0.0015        0.9985           0.0           0.0           0.0         0.727           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 24          0.2038        0.0459       -0.1209        0.0012        0.9988           0.0           0.0           0.0        0.6309           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 25          0.1426        0.0488       -0.4116        0.0027        0.9973           0.0           0.0           0.0        0.7243           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 26          0.2045        0.0518       -0.1431        0.0023        0.9977           0.0           0.0           0.0        0.6236           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 27          0.1288        0.0488        -0.426        0.0023        0.9977           0.0           0.0           0.0        0.7178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 28          0.2072        0.0533       -0.0999        0.0027        0.9973           0.0           0.0           0.0         0.614           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 29           0.128        0.0503       -0.4707        0.0012        0.9988           0.0           0.0           0.0        0.7274           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 30          0.2261        0.0473       -0.0752        0.0008        0.9992           0.0           0.0           0.0        0.5948           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 31           0.113        0.0503       -0.5091        0.0012        0.9988           0.0           0.0           0.0        0.7374           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 32          0.2295        0.0444        -0.055        0.0035        0.9965           0.0           0.0           0.0        0.5782           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 33          0.1134        0.0503       -0.5304         0.005         0.995           0.0           0.0           0.0        0.7409           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 34          0.2418        0.0429       -0.0562        0.0035        0.9965           0.0           0.0           0.0         0.564           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 35          0.1157        0.0503       -0.5072        0.0012        0.9988           0.0           0.0           0.0        0.7305           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 36          0.2303        0.0429       -0.0968        0.0019        0.9981           0.0           0.0           0.0        0.5675           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 37          0.1176        0.0503       -0.4882        0.0027        0.9973           0.0           0.0           0.0         0.729           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 38          0.2249        0.0414       -0.0543        0.0019        0.9981           0.0           0.0           0.0        0.5698           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 39          0.1146        0.0577       -0.4975        0.0019        0.9981           0.0           0.0           0.0        0.7332           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 40          0.2149        0.0444       -0.0704        0.0027        0.9973           0.0           0.0           0.0        0.5805           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
 41          0.1153        0.0444       -0.5064        0.0027        0.9973           0.0           0.0           0.0        0.7328           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0  
