#num_of_iter: 500
#num_of_exper: 1
#rows: 51
#columns: 51
#p_init_C: 0.5
#p_state_mut: 0.00
#p_strat_mut: 0.00
#p_0_neighb: 0.30
#p_1_neighb: 0.10
#prob_fix_strat: 0.00
#comp_type: loc_tourn
#p_strat_mut_type: default
#strat_mut_val: n
#sharing: n
#allC: 0.2
#allD: 0.2
#kD: 0.2
#kC: 0.2
#kDC: 0.2
#k: range
#k_values: 0 to 8
#synchronity_prob: 1.00
#optimal_num_of_1s: 676
#playerC_opponentD_payoff: 1.0
#playerC_opponentC_payoff: -1.0
#playerD_opponentD_rew: 1.0
#playerD_opponentD_pen: -1.0
#playerD_opponentC_rew: 1.0
#playerD_opponentC_pen: -1.0
#debug: n
# 


#Experiment 1 

#seed: 944504714
#iter           f_C      f_C_corr        av_sum        f_allC        f_allD          f_kD          f_kC         f_kDC    f_strat_ch          f_0D          f_1D          f_2D          f_3D          f_4D          f_5D          f_6D          f_7D          f_8D          f_0C          f_1C          f_2C          f_3C          f_4C          f_5C          f_6C          f_7C          f_8C         f_0DC         f_1DC         f_2DC         f_3DC         f_4DC         f_5DC         f_6DC         f_7DC         f_8DC  
 248         0.2718        0.2825        0.0381           0.0        0.0465           0.0        0.1926        0.7609        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 249         0.2741        0.2885        0.0947           0.0        0.0431           0.0        0.1872        0.7697        0.7978           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0         0.004           0.0           0.0           0.0           0.0           0.0         0.996           0.0  
 250         0.2722        0.2855        0.0417           0.0        0.0504           0.0        0.1934        0.7562        0.8224           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0031           0.0           0.0           0.0           0.0           0.0        0.9969           0.0  
 251         0.2745        0.2855        0.1015           0.0        0.0454           0.0        0.1865        0.7682         0.807           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 252         0.2707        0.2855         0.038           0.0          0.05           0.0        0.1934        0.7566        0.8189           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 253         0.2745         0.284        0.0874           0.0        0.0431           0.0         0.188        0.7689        0.8001           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 254         0.2745         0.284        0.0398           0.0        0.0484           0.0        0.1934        0.7582         0.817           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 255         0.2707        0.2885        0.1033           0.0         0.045           0.0        0.1865        0.7686         0.807           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 256         0.2734        0.2825        0.0261           0.0        0.0534           0.0        0.1918        0.7547        0.8158           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 257         0.2684         0.287        0.1081           0.0        0.0461           0.0        0.1865        0.7674        0.7916           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 258         0.2722        0.2825        0.0276           0.0        0.0461           0.0        0.1942        0.7597        0.8201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 259         0.2826        0.2885        0.0961           0.0        0.0404           0.0        0.1872        0.7724        0.7935           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0         0.004           0.0           0.0           0.0           0.0           0.0         0.996           0.0  
 260         0.2703         0.284        0.0352           0.0        0.0504           0.0        0.1922        0.7574        0.8224           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 261         0.2741        0.2855        0.1027           0.0        0.0458           0.0        0.1869        0.7674        0.7928           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 262         0.2718         0.287        0.0399           0.0        0.0481           0.0        0.1934        0.7586        0.8155           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 263         0.2768        0.2855        0.1007           0.0        0.0408           0.0        0.1865        0.7728        0.7974           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 264         0.2726        0.2855        0.0353           0.0         0.045           0.0        0.1922        0.7628        0.8174           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 265          0.271        0.2899        0.1054           0.0        0.0396           0.0        0.1869        0.7735        0.7978           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 266         0.2757         0.287        0.0409           0.0        0.0438           0.0        0.1934        0.7628        0.8135           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 267         0.2757        0.2855        0.1045           0.0        0.0415           0.0        0.1865         0.772        0.8066           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 268          0.271        0.2885        0.0469           0.0        0.0454           0.0        0.1922        0.7624        0.8201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 269         0.2757        0.2885        0.1052           0.0          0.04           0.0        0.1869        0.7732        0.8047           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0         0.004           0.0           0.0           0.0           0.0           0.0         0.996           0.0  
 270          0.273         0.287        0.0471           0.0        0.0396           0.0        0.1945        0.7659        0.8235           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 271          0.278        0.2885        0.0978           0.0        0.0377           0.0        0.1872        0.7751        0.8055           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 272         0.2707        0.2885        0.0483           0.0        0.0434           0.0        0.1922        0.7643        0.8235           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 273         0.2722        0.2899        0.1002           0.0        0.0369           0.0        0.1869        0.7762        0.8043           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 274         0.2757        0.2855        0.0443           0.0        0.0469           0.0        0.1938        0.7593        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 275         0.2749        0.2885        0.0955           0.0        0.0427           0.0        0.1865        0.7709        0.8097           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 276         0.2749        0.2855        0.0487           0.0        0.0388           0.0        0.1918        0.7693        0.8166           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 277         0.2745        0.2885        0.0901           0.0        0.0369           0.0        0.1865        0.7766        0.8062           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 278         0.2734         0.287        0.0423           0.0        0.0423           0.0        0.1934        0.7643         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 279         0.2764        0.2885        0.1055           0.0          0.04           0.0        0.1865        0.7735        0.8032           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0         0.004           0.0           0.0           0.0           0.0           0.0         0.996           0.0  
 280          0.271        0.2885        0.0498           0.0        0.0481           0.0         0.193        0.7589        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 281         0.2707        0.2914        0.1064           0.0        0.0381           0.0        0.1876        0.7743        0.8032           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 282         0.2741        0.2899        0.0445           0.0        0.0411           0.0        0.1938        0.7651        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 283         0.2807        0.2899        0.0976           0.0        0.0369           0.0        0.1865        0.7766        0.7993           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 284         0.2745        0.2899        0.0434           0.0        0.0411           0.0        0.1926        0.7662        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 285         0.2764        0.2944        0.1008           0.0        0.0358           0.0        0.1872         0.777        0.7985           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 286         0.2768        0.2899        0.0427           0.0        0.0411           0.0        0.1938        0.7651        0.8139           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 287         0.2787        0.2899        0.0985           0.0        0.0354           0.0        0.1869        0.7778        0.7985           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 288         0.2741        0.2914        0.0525           0.0          0.04           0.0        0.1922        0.7678        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 289         0.2737        0.2929        0.1081           0.0        0.0354           0.0        0.1869        0.7778        0.8058           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0         0.004           0.0           0.0           0.0           0.0           0.0         0.996           0.0  
 290          0.276        0.2899        0.0546           0.0        0.0384           0.0        0.1934        0.7682        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 291         0.2741        0.2899        0.1069           0.0        0.0354           0.0        0.1865        0.7782         0.807           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 292          0.273        0.2914        0.0569           0.0        0.0415           0.0        0.1915         0.767        0.8174           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 293         0.2691        0.2914        0.1046           0.0        0.0392           0.0        0.1861        0.7747        0.8051           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 294          0.276        0.2914        0.0612           0.0        0.0411           0.0        0.1926        0.7662        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 295         0.2699        0.2944        0.1002           0.0        0.0392           0.0        0.1861        0.7747        0.8124           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 296         0.2753        0.2929         0.057           0.0        0.0411           0.0        0.1934        0.7655        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 297         0.2718        0.2914        0.1019           0.0        0.0373           0.0        0.1876        0.7751        0.8093           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 298         0.2753        0.2899        0.0561           0.0        0.0365           0.0        0.1934        0.7701        0.8185           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 299          0.276        0.2914        0.1002           0.0        0.0346           0.0        0.1865        0.7789        0.8089           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0039           0.0           0.0           0.0           0.0           0.0        0.9961           0.0  
 300         0.2737        0.2929        0.0593           0.0        0.0404           0.0        0.1922        0.7674        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 301          0.271        0.2929         0.098           0.0        0.0358           0.0        0.1869        0.7774         0.807           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 302         0.2745        0.2944         0.057           0.0        0.0423           0.0        0.1926        0.7651        0.8189           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 303         0.2734        0.2899        0.1012           0.0        0.0365           0.0        0.1861        0.7774        0.8082           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 304         0.2737        0.2929        0.0591           0.0          0.04           0.0        0.1938        0.7662        0.8166           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 305         0.2722        0.2944         0.096           0.0        0.0373           0.0         0.188        0.7747        0.8101           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 306         0.2764        0.2929        0.0552           0.0        0.0411           0.0        0.1934        0.7655        0.8151           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 307          0.271        0.2914        0.1035           0.0        0.0365           0.0        0.1865         0.777        0.8116           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 308         0.2741        0.2899         0.056           0.0        0.0381           0.0        0.1918        0.7701        0.8181           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 309         0.2734        0.2988        0.1052           0.0        0.0338           0.0        0.1869        0.7793        0.8093           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0039           0.0           0.0           0.0           0.0           0.0        0.9961           0.0  
 310          0.276        0.2914        0.0628           0.0        0.0373           0.0        0.1934        0.7693        0.8201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 311         0.2741        0.2944        0.1006           0.0        0.0346           0.0        0.1865        0.7789        0.8131           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 312          0.273        0.2973        0.0744           0.0        0.0361           0.0        0.1918         0.772        0.8185           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 313         0.2737        0.2944        0.0927           0.0        0.0346           0.0        0.1865        0.7789        0.8108           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 314         0.2768        0.2944        0.0679           0.0        0.0373           0.0        0.1934        0.7693        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 315         0.2749        0.2973        0.0925           0.0        0.0319           0.0        0.1865        0.7816        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 316         0.2764        0.2959        0.0628           0.0        0.0319           0.0        0.1922        0.7759        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 317         0.2772        0.2944        0.0925           0.0        0.0331           0.0        0.1869        0.7801        0.8108           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 318         0.2741        0.2929        0.0534           0.0        0.0369           0.0        0.1934        0.7697        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 319         0.2768        0.2959        0.1085           0.0        0.0304           0.0        0.1865        0.7832         0.802           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0039           0.0           0.0           0.0           0.0           0.0        0.9961           0.0  
 320         0.2734        0.2929        0.0625           0.0        0.0334           0.0        0.1934        0.7732        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 321         0.2757        0.2944        0.0945           0.0          0.03           0.0        0.1876        0.7824        0.8051           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 322         0.2749        0.2959        0.0612           0.0        0.0292           0.0        0.1934        0.7774        0.8212           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 323         0.2787        0.2944        0.0975           0.0        0.0292           0.0        0.1865        0.7843        0.8082           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
 324         0.2749        0.2929        0.0518           0.0        0.0354           0.0        0.1922        0.7724        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 325         0.2737        0.2973         0.104           0.0        0.0327           0.0        0.1869        0.7805        0.8016           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 326         0.2768        0.2929        0.0518           0.0        0.0361           0.0         0.193        0.7709        0.8147           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 327         0.2799        0.2929        0.0967           0.0        0.0323           0.0        0.1861        0.7816        0.8024           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0025           0.0           0.0           0.0           0.0           0.0        0.9975           0.0  
 328         0.2737        0.2929        0.0535           0.0        0.0296           0.0        0.1938        0.7766        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9965           0.0  
 329         0.2818        0.2973         0.097           0.0        0.0285           0.0         0.188        0.7835        0.8012           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0039           0.0           0.0           0.0           0.0           0.0        0.9961           0.0  
 330         0.2749        0.2929        0.0563           0.0        0.0346           0.0         0.193        0.7724        0.8201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0         0.997           0.0  
 331         0.2749        0.2988        0.1024           0.0        0.0323           0.0        0.1861        0.7816         0.802           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0015           0.0           0.0           0.0           0.0           0.0        0.9985           0.0  
 332         0.2734        0.2944        0.0651           0.0        0.0346           0.0        0.1942        0.7712        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.002           0.0           0.0           0.0           0.0           0.0         0.998           0.0  
