#num_of_iter: 500
#num_of_exper: 1
#rows: 51
#columns: 51
#p_init_C: 0.5
#p_state_mut: 0.00
#p_strat_mut: 0.00
#p_0_neighb: 0.30
#p_1_neighb: 0.10
#prob_fix_strat: 0.00
#comp_type: loc_tourn
#p_strat_mut_type: default
#strat_mut_val: n
#sharing: n
#allC: 0.2
#allD: 0.2
#kD: 0.2
#kC: 0.2
#kDC: 0.2
#k: range
#k_values: 0 to 8
#synchronity_prob: 1.00
#optimal_num_of_1s: 676
#playerC_opponentD_payoff: 1.0
#playerC_opponentC_payoff: -1.0
#playerD_opponentD_rew: 1.0
#playerD_opponentD_pen: -1.0
#playerD_opponentC_rew: 1.0
#playerD_opponentC_pen: -1.0
#debug: n
# 


#Experiment 1 

#seed: 944504714
#iter           f_C      f_C_corr        av_sum        f_allC        f_allD          f_kD          f_kC         f_kDC    f_strat_ch          f_0D          f_1D          f_2D          f_3D          f_4D          f_5D          f_6D          f_7D          f_8D          f_0C          f_1C          f_2C          f_3C          f_4C          f_5C          f_6C          f_7C          f_8C         f_0DC         f_1DC         f_2DC         f_3DC         f_4DC         f_5DC         f_6DC         f_7DC         f_8DC  
 98          0.2545        0.2396         -0.01           0.0        0.1596        0.0211        0.1892        0.6301        0.7912           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9919           0.0           0.0           0.0           0.0           0.0        0.0081           0.0           0.0           0.0        0.0037           0.0           0.0           0.0           0.0           0.0        0.9963           0.0  
 99          0.2491        0.2396        0.0502           0.0        0.1661        0.0181        0.1792        0.6367        0.7551           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9957           0.0           0.0           0.0           0.0           0.0        0.0043           0.0           0.0           0.0        0.0012           0.0           0.0           0.0           0.0           0.0        0.9988           0.0  
 100         0.2499        0.2426       -0.0045           0.0        0.1688        0.0158        0.1861        0.6294        0.7912           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9979           0.0           0.0           0.0           0.0           0.0        0.0021           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 101         0.2468        0.2544        0.0572           0.0        0.1615        0.0154        0.1784        0.6448        0.7551           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9935           0.0           0.0           0.0           0.0           0.0        0.0065           0.0           0.0           0.0        0.0048           0.0           0.0           0.0           0.0           0.0        0.9952           0.0  
 102          0.253        0.2441         0.007           0.0        0.1538        0.0173        0.1892        0.6398        0.7982           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9919           0.0           0.0           0.0           0.0           0.0        0.0081           0.0           0.0           0.0        0.0036           0.0           0.0           0.0           0.0           0.0        0.9964           0.0  
 103         0.2491        0.2515         0.063           0.0        0.1415        0.0158        0.1819        0.6609        0.7651           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9958           0.0           0.0           0.0           0.0           0.0        0.0042           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 104         0.2534        0.2544         0.008           0.0        0.1326        0.0142        0.1888        0.6644        0.8012           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 105         0.2553        0.2589        0.0642           0.0        0.1292        0.0123        0.1815         0.677        0.7847           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9936           0.0           0.0           0.0           0.0           0.0        0.0064           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9966           0.0  
 106          0.258        0.2515        0.0177           0.0        0.1273        0.0108        0.1892        0.6728        0.8043           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9919           0.0           0.0           0.0           0.0           0.0        0.0081           0.0           0.0           0.0         0.004           0.0           0.0           0.0           0.0           0.0         0.996           0.0  
 107         0.2545        0.2515        0.0481           0.0         0.125        0.0096        0.1799        0.6855        0.7908           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9957           0.0           0.0           0.0           0.0           0.0        0.0043           0.0           0.0           0.0         0.005           0.0           0.0           0.0           0.0           0.0         0.995           0.0  
 108         0.2599          0.25        0.0285           0.0        0.1253        0.0096        0.1872        0.6778        0.8039           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9979           0.0           0.0           0.0           0.0           0.0        0.0021           0.0           0.0           0.0        0.0062           0.0           0.0           0.0           0.0           0.0        0.9938           0.0  
 109         0.2572        0.2574        0.0432           0.0         0.133        0.0065        0.1803        0.6801        0.7851           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9936           0.0           0.0           0.0           0.0           0.0        0.0064           0.0           0.0           0.0        0.0062           0.0           0.0           0.0           0.0           0.0        0.9938           0.0  
 110         0.2568        0.2574        0.0455           0.0        0.1369        0.0042        0.1911        0.6678        0.8101           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0058           0.0           0.0           0.0           0.0           0.0        0.9942           0.0  
 111         0.2503        0.2574        0.0576           0.0          0.13        0.0019        0.1853        0.6828        0.7885           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0045           0.0           0.0           0.0           0.0           0.0        0.9955           0.0  
 112         0.2614        0.2574        0.0336           0.0        0.1296        0.0004        0.1918        0.6782        0.8062           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0028           0.0           0.0           0.0           0.0           0.0        0.9972           0.0  
 113         0.2549        0.2678         0.087           0.0        0.1226        0.0004        0.1876        0.6894        0.7905           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0022           0.0           0.0           0.0           0.0           0.0        0.9978           0.0  
 114         0.2576        0.2633         0.027           0.0         0.125        0.0035         0.193        0.6786        0.8174           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0023           0.0           0.0           0.0           0.0           0.0        0.9977           0.0  
 115         0.2595        0.2618        0.0735           0.0        0.1173        0.0023        0.1903        0.6901         0.797           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.996           0.0           0.0           0.0           0.0           0.0         0.004           0.0           0.0           0.0        0.0056           0.0           0.0           0.0           0.0           0.0        0.9944           0.0  
 116         0.2676        0.2633        0.0081           0.0        0.1215        0.0008        0.1957         0.682        0.8032           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0051           0.0           0.0           0.0           0.0           0.0        0.9949           0.0  
 117         0.2576        0.2618        0.0682           0.0        0.1196        0.0004         0.188         0.692        0.7924           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0033           0.0           0.0           0.0           0.0           0.0        0.9967           0.0  
 118         0.2668        0.2589        0.0155           0.0         0.118        0.0004        0.1965        0.6851        0.8082           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9922           0.0           0.0           0.0           0.0           0.0        0.0078           0.0           0.0           0.0        0.0039           0.0           0.0           0.0           0.0           0.0        0.9961           0.0  
 119         0.2576        0.2678        0.0819           0.0        0.1161        0.0004        0.1892        0.6943        0.7935           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0044           0.0           0.0           0.0           0.0           0.0        0.9956           0.0  
 120         0.2607        0.2604        0.0174           0.0        0.1157        0.0035        0.1953        0.6855        0.8082           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.005           0.0           0.0           0.0           0.0           0.0         0.995           0.0  
 121         0.2591        0.2604        0.0743           0.0        0.1157        0.0015        0.1876        0.6951        0.7862           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0061           0.0           0.0           0.0           0.0           0.0        0.9939           0.0  
 122         0.2657        0.2618        0.0211           0.0        0.1207        0.0008        0.1965         0.682        0.8074           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9922           0.0           0.0           0.0           0.0           0.0        0.0078           0.0           0.0           0.0        0.0062           0.0           0.0           0.0           0.0           0.0        0.9938           0.0  
 123         0.2568        0.2604        0.0776           0.0        0.1115           0.0        0.1899        0.6986        0.7889           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.996           0.0           0.0           0.0           0.0           0.0         0.004           0.0           0.0           0.0        0.0061           0.0           0.0           0.0           0.0           0.0        0.9939           0.0  
 124         0.2687        0.2574        0.0058           0.0         0.113           0.0        0.1968        0.6901        0.8051           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0045           0.0           0.0           0.0           0.0           0.0        0.9955           0.0  
 125         0.2599        0.2737        0.0875           0.0        0.1073           0.0        0.1899        0.7028        0.7928           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0055           0.0           0.0           0.0           0.0           0.0        0.9945           0.0  
 126         0.2645        0.2618        0.0067           0.0         0.105           0.0        0.1976        0.6974        0.8135           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9922           0.0           0.0           0.0           0.0           0.0        0.0078           0.0           0.0           0.0        0.0055           0.0           0.0           0.0           0.0           0.0        0.9945           0.0  
 127         0.2611        0.2648        0.0898           0.0        0.0996           0.0        0.1895        0.7109         0.787           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0043           0.0           0.0           0.0           0.0           0.0        0.9957           0.0  
 128         0.2649        0.2618        0.0107           0.0        0.1023           0.0        0.1965        0.7013        0.8078           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0         0.006           0.0           0.0           0.0           0.0           0.0         0.994           0.0  
 129         0.2676        0.2648        0.0834           0.0        0.0938           0.0        0.1895        0.7166        0.7932           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0075           0.0           0.0           0.0           0.0           0.0        0.9925           0.0  
 130          0.271        0.2692        0.0192           0.0        0.0992           0.0        0.1945        0.7063        0.8062           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0049           0.0           0.0           0.0           0.0           0.0        0.9951           0.0  
 131         0.2614        0.2633        0.0884           0.0        0.0903           0.0         0.188        0.7216        0.7982           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0021           0.0           0.0           0.0           0.0           0.0        0.9979           0.0  
 132         0.2649        0.2663        0.0226           0.0        0.0957           0.0        0.1942        0.7101        0.8008           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0022           0.0           0.0           0.0           0.0           0.0        0.9978           0.0  
 133         0.2584        0.2707        0.0941           0.0        0.0823           0.0        0.1888         0.729        0.7912           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0021           0.0           0.0           0.0           0.0           0.0        0.9979           0.0  
 134         0.2707        0.2678        0.0169           0.0        0.0865           0.0        0.1953        0.7182        0.8055           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0032           0.0           0.0           0.0           0.0           0.0        0.9968           0.0  
 135         0.2664        0.2707        0.0735           0.0        0.0777           0.0        0.1892        0.7332        0.8016           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0052           0.0           0.0           0.0           0.0           0.0        0.9948           0.0  
 136         0.2734        0.2678        0.0232           0.0        0.0811           0.0        0.1938        0.7251        0.8066           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0042           0.0           0.0           0.0           0.0           0.0        0.9958           0.0  
 137         0.2664        0.2737        0.0793           0.0          0.08           0.0        0.1888        0.7313         0.802           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0042           0.0           0.0           0.0           0.0           0.0        0.9958           0.0  
 138         0.2703        0.2707        0.0212           0.0        0.0842           0.0        0.1957        0.7201        0.8158           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0069           0.0           0.0           0.0           0.0           0.0        0.9931           0.0  
 139          0.268        0.2678        0.0788           0.0        0.0792           0.0        0.1888         0.732         0.802           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0058           0.0           0.0           0.0           0.0           0.0        0.9942           0.0  
 140          0.268        0.2648        0.0216           0.0        0.0827           0.0         0.193        0.7243        0.8124           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0037           0.0           0.0           0.0           0.0           0.0        0.9963           0.0  
 141         0.2684        0.2648        0.0762           0.0         0.078           0.0        0.1884        0.7336        0.7978           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0031           0.0           0.0           0.0           0.0           0.0        0.9969           0.0  
 142         0.2691        0.2678        0.0209           0.0        0.0815           0.0        0.1953        0.7232        0.8078           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0032           0.0           0.0           0.0           0.0           0.0        0.9968           0.0  
 143         0.2722        0.2663        0.0818           0.0        0.0769           0.0        0.1884        0.7347        0.7982           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0021           0.0           0.0           0.0           0.0           0.0        0.9979           0.0  
 144          0.268        0.2692        0.0052           0.0        0.0769           0.0        0.1942         0.729        0.8074           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0016           0.0           0.0           0.0           0.0           0.0        0.9984           0.0  
 145          0.271        0.2722        0.0779           0.0        0.0727           0.0        0.1888        0.7386        0.7935           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0042           0.0           0.0           0.0           0.0           0.0        0.9958           0.0  
 146         0.2714        0.2692         0.016           0.0        0.0838           0.0        0.1949        0.7213        0.8097           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0048           0.0           0.0           0.0           0.0           0.0        0.9952           0.0  
 147          0.273        0.2707        0.0922           0.0        0.0834           0.0        0.1884        0.7282        0.8039           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0032           0.0           0.0           0.0           0.0           0.0        0.9968           0.0  
 148         0.2653        0.2633        0.0091           0.0        0.0827           0.0        0.1949        0.7224        0.8105           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0037           0.0           0.0           0.0           0.0           0.0        0.9963           0.0  
 149         0.2745        0.2678        0.0824           0.0        0.0788           0.0        0.1895        0.7316        0.7851           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0042           0.0           0.0           0.0           0.0           0.0        0.9958           0.0  
 150         0.2668        0.2663        0.0127           0.0        0.0896           0.0        0.1945        0.7159        0.8124           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0048           0.0           0.0           0.0           0.0           0.0        0.9952           0.0  
 151         0.2653        0.2678        0.0857           0.0        0.0792           0.0         0.188        0.7328        0.7862           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0052           0.0           0.0           0.0           0.0           0.0        0.9948           0.0  
 152         0.2691        0.2678        0.0183           0.0          0.08           0.0        0.1945        0.7255        0.8147           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0037           0.0           0.0           0.0           0.0           0.0        0.9963           0.0  
 153         0.2661        0.2678        0.0703           0.0         0.078           0.0        0.1892        0.7328        0.7912           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0026           0.0           0.0           0.0           0.0           0.0        0.9974           0.0  
 154          0.271        0.2678        0.0202           0.0        0.0807           0.0        0.1949        0.7243        0.8112           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0016           0.0           0.0           0.0           0.0           0.0        0.9984           0.0  
 155         0.2668        0.2751        0.0727           0.0        0.0807           0.0        0.1884        0.7309        0.8035           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0026           0.0           0.0           0.0           0.0           0.0        0.9974           0.0  
 156          0.268        0.2707        0.0237           0.0        0.0861           0.0        0.1942        0.7197        0.8078           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0032           0.0           0.0           0.0           0.0           0.0        0.9968           0.0  
 157         0.2668        0.2692        0.0762           0.0          0.08           0.0        0.1892        0.7309        0.8039           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0053           0.0           0.0           0.0           0.0           0.0        0.9947           0.0  
 158         0.2699        0.2663        0.0239           0.0        0.0777           0.0        0.1949        0.7274        0.8097           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0058           0.0           0.0           0.0           0.0           0.0        0.9942           0.0  
 159         0.2722        0.2766        0.0937           0.0        0.0696           0.0        0.1884         0.742        0.8016           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0057           0.0           0.0           0.0           0.0           0.0        0.9943           0.0  
 160         0.2687        0.2707        0.0312           0.0        0.0742           0.0        0.1934        0.7324        0.8116           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0058           0.0           0.0           0.0           0.0           0.0        0.9942           0.0  
 161         0.2684        0.2737        0.0897           0.0        0.0688           0.0        0.1888        0.7424        0.7993           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0031           0.0           0.0           0.0           0.0           0.0        0.9969           0.0  
 162         0.2703        0.2692        0.0233           0.0        0.0707           0.0        0.1942        0.7351         0.812           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0031           0.0           0.0           0.0           0.0           0.0        0.9969           0.0  
 163         0.2722        0.2707        0.0768           0.0        0.0688           0.0        0.1876        0.7436         0.797           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0052           0.0           0.0           0.0           0.0           0.0        0.9948           0.0  
 164         0.2684        0.2692        0.0166           0.0        0.0757           0.0        0.1934        0.7309        0.8158           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0074           0.0           0.0           0.0           0.0           0.0        0.9926           0.0  
 165         0.2734        0.2707        0.0695           0.0        0.0684           0.0        0.1884        0.7432        0.7866           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0078           0.0           0.0           0.0           0.0           0.0        0.9922           0.0  
 166          0.273        0.2678        0.0197           0.0        0.0738           0.0        0.1949        0.7313        0.8074           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0053           0.0           0.0           0.0           0.0           0.0        0.9947           0.0  
 167         0.2691        0.2722        0.0851           0.0        0.0688           0.0        0.1884        0.7428        0.7951           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0047           0.0           0.0           0.0           0.0           0.0        0.9953           0.0  
 168         0.2707        0.2692        0.0222           0.0        0.0796           0.0        0.1942        0.7263        0.8112           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0053           0.0           0.0           0.0           0.0           0.0        0.9947           0.0  
 169          0.268        0.2707        0.0833           0.0        0.0646           0.0        0.1888        0.7466         0.797           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0046           0.0           0.0           0.0           0.0           0.0        0.9954           0.0  
 170         0.2745        0.2692        0.0235           0.0        0.0638           0.0        0.1945        0.7416        0.8093           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0036           0.0           0.0           0.0           0.0           0.0        0.9964           0.0  
 171         0.2745        0.2722        0.0726           0.0        0.0646           0.0        0.1884         0.747        0.7939           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0026           0.0           0.0           0.0           0.0           0.0        0.9974           0.0  
 172         0.2687        0.2722        0.0311           0.0         0.073           0.0        0.1942        0.7328        0.8128           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0026           0.0           0.0           0.0           0.0           0.0        0.9974           0.0  
 173         0.2714        0.2707        0.0769           0.0        0.0688           0.0        0.1888        0.7424        0.7924           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0021           0.0           0.0           0.0           0.0           0.0        0.9979           0.0  
 174         0.2718        0.2707        0.0167           0.0        0.0688           0.0        0.1945        0.7366        0.8131           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0016           0.0           0.0           0.0           0.0           0.0        0.9984           0.0  
 175         0.2737        0.2737        0.0802           0.0        0.0627           0.0         0.188        0.7493        0.7951           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0041           0.0           0.0           0.0           0.0           0.0        0.9959           0.0  
 176         0.2726        0.2692        0.0161           0.0        0.0707           0.0         0.193        0.7363        0.8162           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0047           0.0           0.0           0.0           0.0           0.0        0.9953           0.0  
 177         0.2726        0.2722        0.0876           0.0          0.07           0.0        0.1888        0.7413        0.7905           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0031           0.0           0.0           0.0           0.0           0.0        0.9969           0.0  
 178         0.2687        0.2678        0.0116           0.0        0.0761           0.0        0.1942        0.7297        0.8128           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0037           0.0           0.0           0.0           0.0           0.0        0.9963           0.0  
 179         0.2714        0.2722        0.0879           0.0        0.0684           0.0         0.188        0.7436        0.7885           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0041           0.0           0.0           0.0           0.0           0.0        0.9959           0.0  
 180         0.2703        0.2707        0.0176           0.0        0.0681           0.0        0.1961        0.7359        0.8143           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0047           0.0           0.0           0.0           0.0           0.0        0.9953           0.0  
 181         0.2737        0.2692        0.0774           0.0        0.0611           0.0        0.1911        0.7478        0.7943           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.994           0.0           0.0           0.0           0.0           0.0         0.006           0.0           0.0           0.0        0.0051           0.0           0.0           0.0           0.0           0.0        0.9949           0.0  
